Transaction ID,Date,Day of Week,Time,Type of Card,Entry Mode,Amount,Type of Transaction,Merchant Group,Country of Transaction,Shipping Address,Country of Residence,Gender,Age,Bank,Fraud
#3587 876,13-Oct-20,Tuesday,19,MasterCard,PIN,£21,POS,Restaurant,United Kingdom,USA,United Kingdom,M,31,HSBC,0
#3484 519,13-Oct-20,Tuesday,23,MasterCard,CVC,£25,Online,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,52.6,Metro,0
#3474 874,14-Oct-20,Wednesday,7,Visa,PIN,£20,ATM,Subscription,United Kingdom,United Kingdom,United Kingdom,F,39.7,Barclays,0
#3361 672,13-Oct-20,Tuesday,7,Visa,CVC,£244,Online,Electronics,United Kingdom,United Kingdom,United Kingdom,M,45.1,Monzo,0
#2554 447,14-Oct-20,Wednesday,11,Visa,PIN,£384,ATM,Electronics,United Kingdom,United Kingdom,United Kingdom,M,42,Barclays,0
#3351 068,13-Oct-20,Tuesday,14,MasterCard,PIN,£44,ATM,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,36.7,HSBC,0
#2596 029,14-Oct-20,Wednesday,15,MasterCard,PIN,£181,ATM,Gaming,United Kingdom,United Kingdom,United Kingdom,M,32.2,Barlcays,0
#3292 024,14-Oct-20,Wednesday,8,Visa,CVC,£29,Online,Gaming,United Kingdom,United Kingdom,United Kingdom,F,66.5,Metro,0
#3669 495,13-Oct-20,Tuesday,16,MasterCard,Tap,£6,POS,Restaurant,India,India,India,F,27,HSBC,0
#3014 411,13-Oct-20,Tuesday,17,MasterCard,CVC,£23,Online,Subscription,United Kingdom,United Kingdom,United Kingdom,F,35.1,HSBC,0
#2939 198,13-Oct-20,Tuesday,17,Visa,PIN,£236,ATM,Fashion,United Kingdom,United Kingdom,United Kingdom,M,41.6,Halifax,0
#2682 843,13-Oct-20,Tuesday,14,Visa,CVC,£11,Online,Gaming,United Kingdom,United Kingdom,United Kingdom,M,52.9,Halifax,0
#3167 070,14-Oct-20,Wednesday,23,Visa,CVC,£23,Online,Products,USA,USA,USA,F,44.4,HSBC,0
#2817 656,14-Oct-20,Wednesday,15,MasterCard,PIN,£383,POS,Electronics,United Kingdom,United Kingdom,United Kingdom,F,39.6,Barclays,0
#3188 833,13-Oct-20,Tuesday,11,MasterCard,CVC,£93,Online,Entertainment,United Kingdom,USA,United Kingdom,M,60,Metro,0
#2881 014,13-Oct-20,Tuesday,9,MasterCard,PIN,£16,ATM,Food,USA,USA,USA,F,49.1,Halifax,0
#3484 751,14-Oct-20,Wednesday,10,MasterCard,CVC,£9,Online,Products,United Kingdom,United Kingdom,United Kingdom,M,31.7,Barlcays,0
#2668 378,14-Oct-20,Wednesday,21,MasterCard,PIN,£117,ATM,Electronics,India,India,United Kingdom,F,32.2,Halifax,0
#3350 914,14-Oct-20,Wednesday,16,Visa,PIN,£303,ATM,Restaurant,Russia,Russia,United Kingdom,M,53.6,Barclays,0
#3206 041,13-Oct-20,Tuesday,2,MasterCard,PIN,£88,POS,Services,USA,USA,United Kingdom,M,30.4,Barclays,1
#3473 703,13-Oct-20,Tuesday,9,Visa,CVC,£214,Online,Gaming,United Kingdom,United Kingdom,United Kingdom,F,30.9,Barlcays,0
#3124 643,13-Oct-20,Tuesday,13,Visa,PIN,£298,POS,Restaurant,United Kingdom,United Kingdom,United Kingdom,M,51.1,Halifax,0
#3315 419,13-Oct-20,Tuesday,12,Visa,PIN,£17,ATM,Fashion,India,India,United Kingdom,M,48,HSBC,0
#3255 350,13-Oct-20,Tuesday,11,Visa,PIN,£365,POS,Entertainment,China,China,United Kingdom,F,26.8,Barlcays,0
#3409 433,14-Oct-20,Wednesday,9,MasterCard,Tap,£26,POS,Children,Russia,Russia,Russia,F,53.1,RBS,0
#2804 302,13-Oct-20,Tuesday,7,Visa,CVC,£351,Online,Restaurant,China,China,China,F,31.6,Barlcays,0
#3630 687,14-Oct-20,Wednesday,8,Visa,CVC,£336,Online,Services,United Kingdom,United Kingdom,United Kingdom,F,57.4,Barlcays,0
#3196 042,14-Oct-20,Wednesday,8,Visa,PIN,£27,ATM,Gaming,United Kingdom,United Kingdom,United Kingdom,F,43.6,HSBC,0
#2987 780,13-Oct-20,Tuesday,16,MasterCard,PIN,£14,ATM,Electronics,China,China,United Kingdom,F,47.9,Halifax,1
#3446 479,14-Oct-20,Wednesday,21,Visa,PIN,£207,ATM,Restaurant,Russia,Russia,United Kingdom,F,46.7,Monzo,0
#3516 455,14-Oct-20,Wednesday,10,MasterCard,PIN,£339,ATM,Services,United Kingdom,United Kingdom,United Kingdom,F,42.9,Barclays,0
#3199 436,14-Oct-20,Wednesday,5,MasterCard,CVC,£25,Online,Services,Russia,Russia,United Kingdom,M,53.6,Barclays,1
#2872 592,13-Oct-20,Tuesday,16,Visa,Tap,£10,POS,Services,United Kingdom,United Kingdom,United Kingdom,M,37.2,Barclays,0
#3120 976,14-Oct-20,Wednesday,9,Visa,PIN,£254,ATM,Products,United Kingdom,USA,United Kingdom,M,51.6,Barclays,0
#3436 786,14-Oct-20,Wednesday,23,MasterCard,PIN,£17,ATM,Fashion,United Kingdom,United Kingdom,United Kingdom,F,43.7,Barclays,0
#3503 187,14-Oct-20,Wednesday,20,MasterCard,PIN,£7,ATM,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,50.8,Metro,0
#3500 024,13-Oct-20,Tuesday,11,Visa,CVC,£20,Online,Fashion,United Kingdom,United Kingdom,United Kingdom,F,41.3,Metro,0
#3480 526,13-Oct-20,Tuesday,7,MasterCard,Tap,£10,POS,Electronics,United Kingdom,United Kingdom,United Kingdom,F,25.4,Barclays,0
#3097 647,14-Oct-20,Wednesday,13,MasterCard,Tap,£18,POS,Electronics,United Kingdom,United Kingdom,United Kingdom,M,51.3,Barclays,0
#3388 047,14-Oct-20,Wednesday,4,Visa,CVC,£30,Online,Fashion,United Kingdom,Russia,United Kingdom,F,59.1,RBS,1
#2730 340,14-Oct-20,Wednesday,16,MasterCard,Tap,£16,POS,Fashion,United Kingdom,United Kingdom,United Kingdom,M,50.7,Barclays,0
#2594 375,13-Oct-20,Tuesday,1,Visa,PIN,£6,ATM,Fashion,India,India,United Kingdom,M,38.1,Barlcays,1
#3565 510,14-Oct-20,Wednesday,13,Visa,PIN,£167,POS,Subscription,United Kingdom,United Kingdom,United Kingdom,M,57.7,Barclays,0
#3667 076,14-Oct-20,Wednesday,20,Visa,PIN,£8,ATM,Subscription,United Kingdom,United Kingdom,United Kingdom,M,60.3,RBS,0
#3217 771,14-Oct-20,Wednesday,2,Visa,Tap,£17,POS,Entertainment,USA,USA,United Kingdom,F,55.2,Barlcays,1
#3409 132,13-Oct-20,Tuesday,15,MasterCard,PIN,£372,POS,Electronics,United Kingdom,United Kingdom,United Kingdom,M,37.2,Barlcays,0
#3659 390,13-Oct-20,Tuesday,17,Visa,CVC,£175,Online,Services,United Kingdom,Russia,United Kingdom,M,51.8,Barclays,0
#2656 884,13-Oct-20,Tuesday,23,MasterCard,CVC,£20,Online,Entertainment,United Kingdom,United Kingdom,United Kingdom,F,44.2,Metro,0
#2720 884,13-Oct-20,Tuesday,14,MasterCard,PIN,£44,POS,Food,United Kingdom,United Kingdom,United Kingdom,F,39.8,Halifax,0
#2984 565,13-Oct-20,Tuesday,10,Visa,CVC,£343,Online,Services,India,India,India,M,47.5,Lloyds,0
#2997 588,14-Oct-20,Wednesday,16,MasterCard,CVC,£139,Online,Fashion,United Kingdom,United Kingdom,United Kingdom,F,59.1,Barclays,0
#2751 674,14-Oct-20,Wednesday,22,MasterCard,PIN,£67,ATM,Fashion,United Kingdom,USA,United Kingdom,M,56.9,Monzo,0
#3488 989,14-Oct-20,Wednesday,7,Visa,Tap,£7,POS,Subscription,China,China,United Kingdom,F,25.9,Barclays,1
#3365 337,14-Oct-20,Wednesday,16,Visa,Tap,£8,POS,Fashion,United Kingdom,United Kingdom,United Kingdom,M,45.1,HSBC,0
#3231 637,13-Oct-20,Tuesday,12,Visa,CVC,£211,Online,Services,United Kingdom,United Kingdom,United Kingdom,M,37.4,Barclays,0
#2756 348,13-Oct-20,Tuesday,7,MasterCard,PIN,£40,ATM,Gaming,China,China,United Kingdom,F,39.9,Halifax,0
#3435 476,13-Oct-20,Tuesday,17,Visa,CVC,£17,Online,Restaurant,United Kingdom,United Kingdom,United Kingdom,M,46.4,Monzo,0
#3094 514,13-Oct-20,Tuesday,22,MasterCard,PIN,£178,ATM,Products,Russia,Russia,Russia,F,48.3,Metro,0
#3676 551,14-Oct-20,Wednesday,9,MasterCard,PIN,£5,ATM,Products,China,China,United Kingdom,F,47.7,Barclays,0
#2774 375,14-Oct-20,Wednesday,19,MasterCard,CVC,£5,Online,Products,United Kingdom,United Kingdom,United Kingdom,F,42.3,Barclays,0
#2844 304,13-Oct-20,Tuesday,13,MasterCard,PIN,£341,POS,Children,United Kingdom,United Kingdom,United Kingdom,M,50.9,Monzo,0
#2933 122,14-Oct-20,Wednesday,21,Visa,PIN,£36,POS,Gaming,United Kingdom,Russia,United Kingdom,F,50.6,Monzo,0
#3282 365,13-Oct-20,Tuesday,19,MasterCard,Tap,£30,POS,Products,India,India,United Kingdom,F,18.7,Barclays,0
#3095 907,13-Oct-20,Tuesday,9,Visa,Tap,£26,POS,Food,India,India,India,F,42.9,Barlcays,0
#2995 609,14-Oct-20,Wednesday,15,MasterCard,PIN,£6,ATM,Services,United Kingdom,United Kingdom,United Kingdom,F,27.6,Barclays,0
#3419 906,13-Oct-20,Tuesday,20,Visa,CVC,£6,Online,Fashion,United Kingdom,United Kingdom,United Kingdom,M,51.3,Barlcays,0
#3237 275,14-Oct-20,Wednesday,20,Visa,CVC,£120,Online,Services,United Kingdom,United Kingdom,United Kingdom,M,52.1,Barclays,0
#3140 303,14-Oct-20,Wednesday,14,MasterCard,PIN,£126,ATM,Children,United Kingdom,India,United Kingdom,F,57.2,Metro,0
#3606 342,14-Oct-20,Wednesday,4,Visa,Tap,£13,POS,Restaurant,United Kingdom,Russia,United Kingdom,F,46.1,Metro,1
#3366 446,14-Oct-20,Wednesday,11,Visa,CVC,£115,Online,Products,United Kingdom,United Kingdom,United Kingdom,F,46.3,Barclays,0
#3408 766,13-Oct-20,Tuesday,16,Visa,PIN,£11,ATM,Fashion,China,China,China,M,36.6,Barclays,0
#3105 143,13-Oct-20,Tuesday,11,Visa,Tap,£14,POS,Restaurant,United Kingdom,USA,United Kingdom,M,41.2,Halifax,0
#3463 864,13-Oct-20,Tuesday,20,Visa,Tap,£23,POS,Electronics,United Kingdom,China,United Kingdom,F,44.4,Barclays,0
#3452 035,13-Oct-20,Tuesday,18,Visa,CVC,£320,Online,Fashion,Russia,Russia,United Kingdom,F,60.4,Barlcays,0
#3153 398,14-Oct-20,Wednesday,22,MasterCard,PIN,£180,POS,Children,United Kingdom,China,United Kingdom,M,54.1,Barclays,0
#3395 646,13-Oct-20,Tuesday,14,Visa,Tap,£25,POS,Food,United Kingdom,United Kingdom,United Kingdom,F,61.3,Barclays,0
#3463 795,14-Oct-20,Wednesday,15,Visa,CVC,£8,Online,Electronics,United Kingdom,United Kingdom,United Kingdom,F,40.5,RBS,0
#3573 639,13-Oct-20,Tuesday,21,MasterCard,CVC,£149,Online,Subscription,India,India,United Kingdom,M,25.9,Barclays,0
#2624 594,14-Oct-20,Wednesday,13,MasterCard,PIN,£22,ATM,Children,China,China,China,M,64.5,Metro,0
#2780 429,13-Oct-20,Tuesday,21,Visa,CVC,£19,Online,Gaming,United Kingdom,United Kingdom,United Kingdom,F,55.6,Barclays,0
#2642 671,14-Oct-20,Wednesday,11,MasterCard,CVC,£371,Online,Restaurant,United Kingdom,United Kingdom,United Kingdom,M,35.8,Lloyds,0
#3150 978,14-Oct-20,Wednesday,13,Visa,CVC,£168,Online,Services,India,India,India,M,41.9,Monzo,0
#3596 997,13-Oct-20,Tuesday,7,MasterCard,CVC,£113,Online,Subscription,United Kingdom,United Kingdom,United Kingdom,F,45.7,Barlcays,0
#2839 556,14-Oct-20,Wednesday,23,Visa,PIN,£164,ATM,Restaurant,United Kingdom,USA,United Kingdom,M,60.5,Barlcays,0
#3536 151,14-Oct-20,Wednesday,12,Visa,PIN,£246,POS,Electronics,United Kingdom,United Kingdom,United Kingdom,F,49.5,Barclays,0
#2849 879,14-Oct-20,Wednesday,8,MasterCard,PIN,£9,ATM,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,51.9,Monzo,0
#2697 707,13-Oct-20,Tuesday,23,MasterCard,CVC,£14,Online,Services,China,United Kingdom,China,M,54.4,HSBC,0
#2955 913,13-Oct-20,Tuesday,9,Visa,PIN,£113,ATM,Subscription,United Kingdom,United Kingdom,United Kingdom,M,48.1,HSBC,0
#3199 726,13-Oct-20,Tuesday,11,Visa,PIN,£19,POS,Subscription,United Kingdom,United Kingdom,United Kingdom,M,50.3,Barclays,0
#2814 889,14-Oct-20,Wednesday,21,Visa,CVC,£41,Online,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,31.2,HSBC,0
#3242 597,13-Oct-20,Tuesday,14,MasterCard,Tap,£11,POS,Restaurant,United Kingdom,United Kingdom,United Kingdom,M,48.7,Monzo,0
#3443 890,13-Oct-20,Tuesday,9,Visa,PIN,£21,ATM,Subscription,Russia,Russia,Russia,F,52.4,Barlcays,0
#2976 522,13-Oct-20,Tuesday,9,MasterCard,PIN,£290,ATM,Entertainment,USA,USA,United Kingdom,M,63.4,Metro,0
#3363 669,14-Oct-20,Wednesday,15,Visa,CVC,£148,Online,Fashion,United Kingdom,United Kingdom,United Kingdom,F,60.6,Halifax,0
#3588 602,14-Oct-20,Wednesday,20,MasterCard,PIN,£298,ATM,Services,United Kingdom,United Kingdom,United Kingdom,F,48.2,Barclays,0
#2665 996,14-Oct-20,Wednesday,21,MasterCard,PIN,£171,ATM,Subscription,United Kingdom,United Kingdom,United Kingdom,M,57.8,Barlcays,0
#3677 668,13-Oct-20,Tuesday,3,Visa,PIN,£7,ATM,Electronics,USA,USA,United Kingdom,F,35.7,Barlcays,1
#3126 519,14-Oct-20,Wednesday,11,MasterCard,PIN,£307,POS,Services,United Kingdom,United Kingdom,United Kingdom,F,45,Metro,0
#3156 761,14-Oct-20,Wednesday,9,Visa,PIN,£13,ATM,Products,United Kingdom,United Kingdom,United Kingdom,F,48.5,Barlcays,0
#3151 536,13-Oct-20,Tuesday,14,MasterCard,PIN,£5,ATM,Food,Russia,Russia,United Kingdom,M,23.4,Barclays,1
#2942 221,14-Oct-20,Wednesday,22,Visa,CVC,£16,Online,Restaurant,United Kingdom,India,United Kingdom,M,61.7,Barclays,0
#2768 364,14-Oct-20,Wednesday,16,MasterCard,CVC,£297,Online,Products,United Kingdom,United Kingdom,United Kingdom,M,58.7,Lloyds,0
#3387 299,13-Oct-20,Tuesday,9,Visa,CVC,£9,Online,Electronics,United Kingdom,United Kingdom,United Kingdom,F,19.9,Metro,0
#3366 773,14-Oct-20,Wednesday,10,MasterCard,CVC,£27,Online,Entertainment,United Kingdom,India,United Kingdom,F,47.7,Barlcays,0
#3070 623,13-Oct-20,Tuesday,17,Visa,Tap,£9,POS,Products,USA,USA,United Kingdom,M,36.7,Monzo,1
#2942 179,14-Oct-20,Wednesday,11,MasterCard,PIN,£267,ATM,Gaming,United Kingdom,United Kingdom,United Kingdom,M,26.9,Halifax,0
#2944 373,13-Oct-20,Tuesday,20,Visa,PIN,£176,ATM,Entertainment,China,China,China,M,46,Barclays,0
#2851 024,14-Oct-20,Wednesday,17,MasterCard,Tap,£18,POS,Electronics,United Kingdom,United Kingdom,United Kingdom,M,42.5,Lloyds,0
#3271 157,13-Oct-20,Tuesday,22,Visa,PIN,£151,ATM,Food,United Kingdom,China,United Kingdom,F,41.6,Lloyds,0
#2725 610,14-Oct-20,Wednesday,14,Visa,PIN,£64,ATM,Children,Russia,Russia,Russia,F,50.7,HSBC,0
#3450 334,13-Oct-20,Tuesday,21,MasterCard,PIN,£7,ATM,Children,China,China,United Kingdom,M,53.1,RBS,1
#3368 580,13-Oct-20,Tuesday,21,MasterCard,PIN,£283,POS,Subscription,United Kingdom,United Kingdom,United Kingdom,M,44.7,Halifax,0
#2572 196,14-Oct-20,Wednesday,9,Visa,PIN,£310,POS,Subscription,United Kingdom,United Kingdom,United Kingdom,M,49.8,HSBC,0
#3344 849,13-Oct-20,Tuesday,14,Visa,PIN,£194,ATM,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,66.4,Barclays,0
#3259 221,14-Oct-20,Wednesday,12,MasterCard,CVC,£157,Online,Services,United Kingdom,United Kingdom,United Kingdom,F,49.9,Barlcays,0
#2760 403,13-Oct-20,Tuesday,19,MasterCard,PIN,£121,POS,Electronics,India,India,India,F,35.9,Barclays,0
#2664 370,14-Oct-20,Wednesday,21,Visa,CVC,£26,Online,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,24.2,Barclays,0
#3320 605,14-Oct-20,Wednesday,17,Visa,CVC,£86,Online,Services,United Kingdom,USA,United Kingdom,M,37.3,Metro,0
#2936 980,13-Oct-20,Tuesday,15,MasterCard,CVC,£6,Online,Gaming,United Kingdom,United Kingdom,United Kingdom,M,69.3,HSBC,0
#3451 748,13-Oct-20,Tuesday,9,Visa,PIN,£331,ATM,Electronics,United Kingdom,China,United Kingdom,M,35.1,Barlcays,0
#3058 988,14-Oct-20,Wednesday,12,MasterCard,CVC,£318,Online,Children,United Kingdom,United Kingdom,United Kingdom,F,48.4,Barclays,0
#3301 731,13-Oct-20,Tuesday,10,MasterCard,Tap,£23,POS,Electronics,United Kingdom,United Kingdom,United Kingdom,F,38.1,Barlcays,0
#3195 187,14-Oct-20,Wednesday,19,Visa,CVC,£23,Online,Electronics,United Kingdom,United Kingdom,United Kingdom,M,40,Lloyds,0
#2612 892,13-Oct-20,Tuesday,10,MasterCard,Tap,£22,POS,Food,United Kingdom,United Kingdom,United Kingdom,F,47.5,RBS,0
#2832 786,13-Oct-20,Tuesday,18,Visa,PIN,£256,POS,Food,United Kingdom,United Kingdom,United Kingdom,F,25.1,Barlcays,0
#3307 625,14-Oct-20,Wednesday,13,MasterCard,PIN,£322,ATM,Restaurant,India,India,India,F,57.4,Halifax,0
#2942 059,14-Oct-20,Wednesday,18,Visa,CVC,£10,Online,Entertainment,United Kingdom,United Kingdom,United Kingdom,F,51.8,Barclays,0
#3427 529,13-Oct-20,Tuesday,9,MasterCard,CVC,£355,Online,Gaming,United Kingdom,Russia,United Kingdom,F,29.7,Barclays,0
#3308 756,13-Oct-20,Tuesday,14,Visa,CVC,£42,Online,Fashion,United Kingdom,United Kingdom,United Kingdom,F,43.5,Barclays,0
#3528 357,14-Oct-20,Wednesday,19,Visa,Tap,£27,POS,Entertainment,United Kingdom,United Kingdom,United Kingdom,F,51,Monzo,0
#3301 148,14-Oct-20,Wednesday,23,MasterCard,CVC,£7,Online,Restaurant,United Kingdom,United Kingdom,United Kingdom,M,27.8,Barclays,0
#2716 857,13-Oct-20,Tuesday,22,Visa,PIN,£9,ATM,Food,China,China,China,M,44,Barclays,0
#3428 398,14-Oct-20,Wednesday,15,Visa,PIN,£202,POS,Fashion,United Kingdom,United Kingdom,United Kingdom,F,52.7,RBS,0
#2770 077,14-Oct-20,Wednesday,19,Visa,Tap,£26,POS,Electronics,United Kingdom,United Kingdom,United Kingdom,M,43.6,Metro,0
#3309 112,14-Oct-20,Wednesday,21,Visa,PIN,£76,POS,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,42,Barclays,0
#3225 055,14-Oct-20,Wednesday,17,MasterCard,PIN,£352,POS,Fashion,United Kingdom,United Kingdom,United Kingdom,M,40.8,Monzo,0
#3489 308,14-Oct-20,Wednesday,18,MasterCard,Tap,£13,POS,Food,United Kingdom,United Kingdom,United Kingdom,F,40.9,Barclays,0
#3176 964,14-Oct-20,Wednesday,15,MasterCard,CVC,£29,Online,Subscription,United Kingdom,United Kingdom,United Kingdom,F,53.1,Barclays,0
#3505 248,13-Oct-20,Tuesday,22,Visa,PIN,£259,ATM,Fashion,India,India,India,F,41.1,Barlcays,0
#2938 403,13-Oct-20,Tuesday,5,Visa,Tap,£14,POS,Children,Russia,Russia,United Kingdom,M,32.9,Barclays,1
#3325 664,14-Oct-20,Wednesday,9,MasterCard,PIN,£306,ATM,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,29.7,Barlcays,0
#2630 553,14-Oct-20,Wednesday,18,MasterCard,Tap,£25,POS,Products,USA,USA,USA,M,48.1,Monzo,0
#2924 284,13-Oct-20,Tuesday,11,MasterCard,CVC,£252,Online,Subscription,United Kingdom,United Kingdom,United Kingdom,M,29.9,Barclays,0
#3145 013,14-Oct-20,Wednesday,18,Visa,CVC,£18,Online,Food,India,India,India,F,30.3,Barclays,0
#3094 482,13-Oct-20,Tuesday,7,Visa,PIN,£186,POS,Food,United Kingdom,India,United Kingdom,F,46.4,Barclays,0
#2995 649,14-Oct-20,Wednesday,8,MasterCard,CVC,£112,Online,Gaming,United Kingdom,United Kingdom,United Kingdom,M,47.2,Monzo,0
#3386 289,13-Oct-20,Tuesday,13,Visa,CVC,£353,Online,Entertainment,China,China,United Kingdom,F,37.5,Halifax,1
#3680 661,14-Oct-20,Wednesday,12,Visa,Tap,£12,POS,Children,United Kingdom,United Kingdom,United Kingdom,M,36.8,Barclays,0
#3066 422,14-Oct-20,Wednesday,18,Visa,Tap,£14,POS,Children,United Kingdom,United Kingdom,United Kingdom,M,36.8,Barclays,0
#3486 192,14-Oct-20,Wednesday,8,Visa,CVC,£10,Online,Children,Russia,Russia,Russia,F,46.4,HSBC,0
#3440 661,14-Oct-20,Wednesday,17,Visa,PIN,£20,POS,Entertainment,India,India,United Kingdom,F,52.4,Barclays,0
#3074 772,13-Oct-20,Tuesday,11,Visa,PIN,£235,POS,Entertainment,Russia,United Kingdom,Russia,M,31.2,Monzo,0
#3548 173,14-Oct-20,Wednesday,14,MasterCard,Tap,£5,POS,Children,United Kingdom,United Kingdom,United Kingdom,M,37.8,Halifax,0
#3276 216,14-Oct-20,Wednesday,10,MasterCard,CVC,£8,Online,Fashion,United Kingdom,China,United Kingdom,M,51.4,Monzo,0
#3380 109,13-Oct-20,Tuesday,17,Visa,Tap,£15,POS,Children,United Kingdom,United Kingdom,United Kingdom,M,42.1,Halifax,0
#2769 217,13-Oct-20,Tuesday,16,MasterCard,CVC,£15,Online,Entertainment,United Kingdom,India,United Kingdom,F,66.2,Barlcays,0
#3211 234,13-Oct-20,Tuesday,9,Visa,PIN,£111,ATM,Electronics,United Kingdom,United Kingdom,United Kingdom,F,41.5,Barclays,0
#2784 045,14-Oct-20,Wednesday,15,Visa,PIN,£9,ATM,Restaurant,Russia,Russia,Russia,F,39,Barlcays,0
#3431 515,14-Oct-20,Wednesday,8,MasterCard,PIN,£20,ATM,Products,United Kingdom,United Kingdom,United Kingdom,M,48.9,RBS,0
#3678 236,13-Oct-20,Tuesday,18,Visa,Tap,£19,POS,Subscription,China,China,China,F,41.7,Barlcays,0
#3517 736,13-Oct-20,Tuesday,9,MasterCard,PIN,£253,ATM,Services,India,India,United Kingdom,M,49.7,Barclays,0
#2806 831,13-Oct-20,Tuesday,17,MasterCard,CVC,£371,Online,Fashion,United Kingdom,United Kingdom,United Kingdom,M,59.1,Barclays,0
#3166 269,13-Oct-20,Tuesday,12,MasterCard,Tap,£5,POS,Fashion,United Kingdom,United Kingdom,United Kingdom,M,57.7,Barclays,0
#2929 717,13-Oct-20,Tuesday,20,MasterCard,Tap,£22,POS,Fashion,United Kingdom,United Kingdom,United Kingdom,F,64.7,Monzo,0
#3318 516,14-Oct-20,Wednesday,18,Visa,CVC,£14,Online,Products,United Kingdom,United Kingdom,United Kingdom,F,56.1,Lloyds,0
#2934 301,13-Oct-20,Tuesday,15,Visa,PIN,£216,POS,Food,United Kingdom,Russia,United Kingdom,M,61,Monzo,0
#3511 413,13-Oct-20,Tuesday,15,MasterCard,PIN,£11,ATM,Fashion,India,India,India,M,35.6,Barclays,0
#3112 010,13-Oct-20,Tuesday,8,MasterCard,PIN,£17,ATM,Gaming,United Kingdom,United Kingdom,United Kingdom,F,54.4,HSBC,0
#3373 332,13-Oct-20,Tuesday,11,MasterCard,CVC,£323,Online,Children,United Kingdom,United Kingdom,United Kingdom,M,49.6,HSBC,0
#3202 115,14-Oct-20,Wednesday,12,MasterCard,PIN,£389,POS,Entertainment,United Kingdom,United Kingdom,United Kingdom,F,61.4,RBS,0
#2988 575,14-Oct-20,Wednesday,4,Visa,PIN,£118,POS,Products,China,China,United Kingdom,M,37.4,Metro,1
#2767 496,14-Oct-20,Wednesday,20,Visa,PIN,£5,ATM,Entertainment,United Kingdom,United Kingdom,United Kingdom,F,60.2,Halifax,0
#3680 263,14-Oct-20,Wednesday,14,MasterCard,PIN,£122,POS,Restaurant,USA,USA,USA,M,31.5,Barlcays,0
#2854 973,13-Oct-20,Tuesday,22,MasterCard,CVC,£21,Online,Gaming,United Kingdom,United Kingdom,United Kingdom,M,51.8,Barclays,0
#3359 232,14-Oct-20,Wednesday,7,Visa,PIN,£158,POS,Entertainment,USA,USA,USA,F,56.5,Barclays,0
#3584 730,13-Oct-20,Tuesday,7,Visa,PIN,£23,ATM,Products,United Kingdom,United Kingdom,United Kingdom,M,63.5,Lloyds,0
#3262 121,14-Oct-20,Wednesday,12,Visa,PIN,£292,ATM,Subscription,United Kingdom,United Kingdom,United Kingdom,M,48.4,Metro,0
#3486 922,13-Oct-20,Tuesday,14,MasterCard,Tap,£22,POS,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,43,Barclays,0
#2616 958,14-Oct-20,Wednesday,20,Visa,CVC,£24,Online,Food,United Kingdom,United Kingdom,United Kingdom,F,57.6,Monzo,0
#3187 177,14-Oct-20,Wednesday,8,MasterCard,CVC,£313,Online,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,46.5,HSBC,0
#3182 336,14-Oct-20,Wednesday,11,MasterCard,Tap,£30,POS,Gaming,India,India,India,F,44.4,Barlcays,0
#3210 871,13-Oct-20,Tuesday,14,MasterCard,PIN,£258,ATM,Restaurant,Russia,Russia,United Kingdom,M,42.9,RBS,0
#3577 491,14-Oct-20,Wednesday,8,Visa,PIN,£27,ATM,Food,United Kingdom,USA,United Kingdom,M,41.3,HSBC,0
#3064 381,14-Oct-20,Wednesday,16,MasterCard,CVC,£22,Online,Restaurant,United Kingdom,USA,United Kingdom,M,73.2,Barclays,0
#3091 782,13-Oct-20,Tuesday,10,MasterCard,CVC,£115,Online,Food,United Kingdom,United Kingdom,United Kingdom,F,57.7,RBS,0
#3261 441,13-Oct-20,Tuesday,20,Visa,Tap,£30,POS,Fashion,United Kingdom,United Kingdom,United Kingdom,M,25.3,Barclays,0
#3326 764,13-Oct-20,Tuesday,14,MasterCard,CVC,£15,Online,Electronics,India,India,India,F,45.7,Halifax,0
#2917 413,13-Oct-20,Tuesday,16,MasterCard,CVC,£26,Online,Gaming,United Kingdom,United Kingdom,United Kingdom,M,52.1,Barclays,0
#3081 011,14-Oct-20,Wednesday,17,Visa,PIN,£400,POS,Restaurant,United Kingdom,United Kingdom,United Kingdom,M,43.6,HSBC,0
#3614 856,13-Oct-20,Tuesday,1,Visa,Tap,£20,POS,Electronics,United Kingdom,Russia,United Kingdom,M,30.8,Barclays,1
#3218 360,13-Oct-20,Tuesday,16,Visa,PIN,£12,ATM,Subscription,United Kingdom,United Kingdom,United Kingdom,M,33.6,Halifax,0
#3129 552,13-Oct-20,Tuesday,16,MasterCard,PIN,£12,ATM,Children,United Kingdom,United Kingdom,United Kingdom,M,30,Metro,0
#3026 136,14-Oct-20,Wednesday,2,Visa,PIN,£121,POS,Children,United Kingdom,Russia,United Kingdom,M,41.9,Barclays,1
